ImageNo,RoiNo,RoiMean,RoiMedian,RoiMin,RoiMax,RoiTotal,RoiDev,RoiName,RoiCenterX,RoiCenterY,RoiCenterZ,LengthCm,LengthPix,AreaPix2,AreaCm2,RadiusWidthCM,RadiusHeightCM,RadiusWidthPIX,RadiusHeightPIX,RoiType,SOPInstanceUID,SeriesInstanceUID,StudyInstanceUID,NumOfPoints,mmX,mmY,mmZ,pxX,pxY,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0,1221.790039,1578.337769,5.209035,2088.823242,856474.8125,700.288025,LACS,118.02346,-57.077774,3.369138,4.098475,162.761887,693.541382,1.653532,0,0,0,0,11,1.3.6.1.4.1.19291.2.1.3.16012510615619653229923293930,1.3.6.1.4.1.19291.2.1.2.16012510615619653229922673869,1.3.6.1.4.1.19291.2.1.1.16012510615619653229902382229,19,116.619682,-76.597984,4.876002,233.634855,253.442345,116.706108,-74.94545,5.473608,236.990354,252.129323,116.833214,-72.800041,5.915949,241.366529,251.108082,116.939774,-71.086807,6.155985,244.867918,250.524518,117.0783,-69.09742,6.104033,248.953443,250.524518,117.276512,-66.479294,5.679685,254.351423,251.253975,117.455719,-63.99704,5.472474,259.457609,251.545758,117.638725,-61.368847,5.40384,264.855024,251.545758,117.818726,-58.738022,5.406332,270.253568,251.399865,118.028366,-55.681526,5.397707,276.526319,251.253975,118.18399,-53.629375,5.05934,280.757734,251.83754,118.355545,-51.439831,4.574989,285.279798,252.712887,118.577309,-48.986263,3.371794,290.386564,255.047146,118.730232,-47.155792,2.754425,294.179731,256.21428,118.945877,-44.698635,1.69354,299.285368,258.256756,119.108459,-43.054363,0.574878,302.726347,260.461083,119.2873,-41.806286,-1.51431,305.412229,264.6754,119.38501,-41.50021,-3.231259,306.14282,268.177361,119.476891,-41.414547,-5.155477,306.433462,272.115857,,,,,,,,,,,,,,,
64,0,1353.395874,1640.846191,31.254211,2094.032227,909482,630.758362,LACS,116.536263,-56.677677,3.583521,3.978971,158.847244,637.249573,1.519321,0,0,0,0,11,1.3.6.1.4.1.19291.2.1.3.16012510615619653229923333934,1.3.6.1.4.1.19291.2.1.2.16012510615619653229922673869,1.3.6.1.4.1.19291.2.1.1.16012510615619653229902382229,18,115.149406,-76.140427,4.799893,234.364317,253.442345,115.264381,-73.986473,5.526794,238.741056,251.83754,115.375984,-72.023216,6.037021,242.739393,250.686936,115.515221,-69.96891,6.06847,246.953138,250.512551,115.699318,-67.511497,5.713682,252.017164,251.108082,115.869408,-65.023041,5.719892,257.12335,250.962193,116.065346,-62.254841,5.576407,262.812544,251.108082,116.240402,-59.695065,5.580754,268.065199,250.962193,116.430275,-56.922443,5.579543,273.754957,250.8163,116.582466,-54.645298,5.662465,278.422911,250.524518,116.768883,-52.242363,5.172542,283.383207,251.399865,116.978493,-49.780533,4.253915,288.489973,253.150563,117.189972,-47.246136,3.404581,293.741499,254.755364,117.412872,-44.867752,2.060962,298.702375,257.381409,117.586266,-43.200321,0.735909,302.203184,260.007451,117.73114,-42.03376,-0.718453,304.683912,262.925274,117.86454,-41.306396,-2.588524,306.288145,266.718449,117.928352,-41.349854,-4.082488,306.288145,269.782166,,,,,,,,,,,,,,,,,,,,
68,0,1143.163208,1552.292603,10.418071,2094.032227,906528.4375,725.508728,LACS,115.042488,-56.709194,3.284047,4.210678,167.712906,749.473389,1.786884,0,0,0,0,11,1.3.6.1.4.1.19291.2.1.3.16012510615619653229923373938,1.3.6.1.4.1.19291.2.1.2.16012510615619653229922673869,1.3.6.1.4.1.19291.2.1.1.16012510615619653229902382229,19,113.55999,-77.759583,4.208457,230.862928,254.609475,113.730484,-74.899643,4.774533,236.698011,253.296452,113.829857,-73.106819,5.297275,240.345854,252.129323,113.940216,-71.247643,5.675888,244.138456,251.253975,114.099304,-68.825806,5.826233,249.099333,250.8163,114.259499,-66.479416,5.836153,253.913755,250.670411,114.467255,-63.495758,5.758236,260.041181,250.670411,114.648369,-60.940384,5.62031,265.293272,250.8163,114.806305,-58.443653,5.911079,270.399458,250.086846,114.971443,-56.026218,5.919151,275.35977,249.940953,115.160522,-53.402168,5.70823,280.75717,250.232735,115.415764,-50.376431,4.632489,287.0305,252.275212,115.643257,-47.703545,3.63715,292.574934,254.171799,115.829224,-45.672634,2.587374,296.805204,256.21428,116.029282,-43.576618,1.32233,301.181944,258.694428,116.206047,-42.13472,-0.42373,304.2451,262.195248,116.324303,-41.396469,-1.93839,305.850469,265.259537,116.414757,-41.011608,-3.372338,306.72582,268.177361,116.471375,-40.975475,-4.583589,306.872282,270.657513,,,,,,,,,,,,,,,
72,0,1297.120361,1620.01001,15.627106,2104.450195,861287.9375,641.633667,LACS,113.601379,-55.597576,3.557179,3.896134,155.008957,663.720093,1.582432,0,0,0,0,11,1.3.6.1.4.1.19291.2.1.3.16012510615619653229923413942,1.3.6.1.4.1.19291.2.1.2.16012510615619653229922673869,1.3.6.1.4.1.19291.2.1.1.16012510615619653229902382229,17,112.252594,-74.734253,4.42127,236.844465,253.880017,112.326088,-73.221718,5.09372,239.908186,252.421105,112.44902,-70.999069,5.747633,244.43025,250.962193,112.618004,-68.43515,5.89426,249.682905,250.524518,112.829575,-65.30526,5.954913,256.10211,250.232735,112.99662,-62.814728,6.032269,261.208311,249.940953,113.18042,-60.037968,6.173338,266.898069,249.503281,113.369164,-57.190178,6.312552,272.733717,249.065606,113.558266,-54.565842,6.101631,278.131697,249.357388,113.785385,-51.669765,5.456441,284.113233,250.524518,114.041756,-48.7192,4.240268,290.240675,252.85878,114.240677,-46.548,3.115642,294.763304,255.047146,114.399673,-44.721668,2.355992,298.556471,256.506062,114.582954,-42.912163,1.027229,302.349073,259.132103,114.762817,-41.471775,-0.790261,305.413374,262.779385,114.881393,-40.957256,-2.654774,306.580496,266.57256,114.948997,-40.854778,-4.010146,306.87171,269.344491,,,,,,,,,,,,,,,,,,,,,,,,,
76,0,1177.691406,1547.083496,15.627106,2047.150879,928020.875,675.768188,LACS,112.153778,-54.718948,3.618524,3.99069,158.025833,754.614929,1.799142,0,0,0,0,11,1.3.6.1.4.1.19291.2.1.3.16012510615619653229923453946,1.3.6.1.4.1.19291.2.1.2.16012510615619653229922673869,1.3.6.1.4.1.19291.2.1.1.16012510615619653229902382229,16,110.75412,-75.001572,3.865726,236.115019,254.901257,110.861862,-72.768585,4.875339,240.637068,252.712887,111.029762,-69.534538,6.072392,247.202177,250.086846,111.205246,-66.603004,6.636599,253.184294,248.773823,111.410721,-63.469257,6.83954,259.602934,248.190259,111.642075,-60.05521,6.892772,266.605711,247.898476,111.80722,-57.637791,6.900844,271.566023,247.752585,112.037018,-54.520313,6.534649,277.985243,248.33615,112.296097,-51.34808,5.597464,284.550916,250.086846,112.516708,-48.819607,4.534708,289.803007,252.129323,112.717537,-46.575306,3.479367,294.471525,254.171799,112.927467,-44.337494,2.210613,299.139478,256.651951,113.103264,-42.493237,1.102589,302.990202,258.823796,113.277702,-41.227341,-0.860804,305.705152,262.779385,113.404213,-40.644402,-2.798023,307.017027,266.717881,113.469498,-40.467377,-3.987367,307.451284,269.1456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0,1024.592041,1302.258789,5.209035,2161.749756,863731.0625,712.811157,LACS,110.682632,-54.216908,3.630014,4.079722,159.483612,822.828857,1.961777,0,0,0,0,11,1.3.6.1.4.1.19291.2.1.3.16012510615619653229923493950,1.3.6.1.4.1.19291.2.1.2.16012510615619653229922673869,1.3.6.1.4.1.19291.2.1.1.16012510615619653229902382229,18,109.254166,-74.970268,3.800748,235.969114,254.901257,109.41024,-71.951683,4.932235,242.095991,252.421105,109.54274,-69.363213,5.932565,247.348066,250.232735,109.683594,-66.928955,6.509758,252.308943,248.919713,109.842644,-64.507675,6.66011,257.268675,248.482041,109.99482,-62.230537,6.743314,261.936628,248.189688,110.167999,-59.743599,6.678087,267.043958,248.190259,110.294327,-57.746471,6.910717,271.128355,247.606694,110.46138,-55.255951,6.988066,276.234541,247.314909,110.617439,-53.130257,6.752623,280.610716,247.683629,110.80162,-50.8909,6.062004,285.247312,248.978982,111.070038,-47.931679,4.58975,291.407804,251.83754,111.263992,-45.831806,3.466986,295.783979,254.02591,111.44809,-43.873447,2.347911,299.869505,256.21428,111.60968,-42.421211,0.957291,302.932646,258.98621,111.727554,-41.459763,-0.206938,304.975126,261.320473,111.865936,-40.660816,-2.078879,306.726385,265.113644,111.941528,-40.489365,-3.507253,307.163488,268.031472,,,,,,,,,,,,,,,,,,,,
84,0,966.197144,1067.852295,5.209035,2125.286377,765228.125,705.669067,LACS,109.202072,-53.839725,3.660893,3.889808,151.066742,778.300354,1.855613,0,0,0,0,11,1.3.6.1.4.1.19291.2.1.3.16012510615619653229923533954,1.3.6.1.4.1.19291.2.1.2.16012510615619653229922673869,1.3.6.1.4.1.19291.2.1.1.16012510615619653229902382229,16,107.904137,-72.511459,4.099551,240.782957,254.02591,107.992912,-70.413773,5.32628,245.014387,251.399865,108.090782,-68.322578,6.339596,249.245222,249.211495,108.265465,-65.539612,6.694092,254.93498,248.33615,108.470161,-62.554142,6.687323,261.061857,248.190259,108.706482,-59.068779,6.738693,268.211088,247.898476,108.884186,-56.288162,7.022057,273.900282,247.169018,109.049347,-53.870461,7.030114,278.861158,247.023127,109.25058,-51.254684,6.534632,284.258558,247.898476,109.474258,-48.728016,5.400723,289.511213,250.086846,109.714996,-46.13913,3.980412,294.908628,252.85878,109.950821,-43.620735,2.561943,300.161283,255.630711,110.201378,-41.484997,0.227928,304.683348,260.299233,110.350761,-40.619427,-1.788141,306.579923,264.38419,110.441589,-40.457771,-3.572238,307.018171,268.031472,110.48526,-40.561913,-4.708639,306.872282,270.365731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0,930.938843,958.462524,0,2224.258057,708444.4375,699.972351,LACS,107.749115,-52.736958,4.18539,3.705605,143.95491,723.865295,1.725829,0,0,0,0,11,1.3.6.1.4.1.19291.2.1.3.16012510615619653229923573958,1.3.6.1.4.1.19291.2.1.2.16012510615619653229922673869,1.3.6.1.4.1.19291.2.1.1.16012510615619653229902382229,15,106.501595,-70.760963,4.48832,244.137892,253.004101,106.571617,-68.399673,6.538316,248.861128,248.676941,106.734779,-65.543457,7.262723,254.679106,247.039654,106.953529,-62.213844,7.468621,261.499525,246.439562,107.173241,-58.995033,7.483286,268.103956,246.237252,107.348137,-56.455196,7.460625,273.317289,246.14778,107.531494,-53.792656,7.436703,278.782514,246.054318,107.723656,-51.427925,6.75978,283.675566,247.314909,107.980148,-48.52948,5.460981,289.700987,249.821278,108.185783,-46.162296,4.486418,294.61685,251.691647,108.390022,-44.14325,3.009787,298.848265,254.609475,108.54744,-42.613773,1.830733,302.057295,256.943734,108.753502,-41.117111,-0.486593,305.266905,261.612256,108.873985,-40.529488,-2.281829,306.579923,265.259537,108.967827,-40.370167,-4.137052,307.017599,269.052708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,0,1033.835571,1192.869141,10.418071,2052.359863,528290,664.576355,LACS,106.436333,-50.033047,4.026457,3.087319,121.494072,471.830963,1.124933,0,0,0,0,11,1.3.6.1.4.1.19291.2.1.3.16012510615619653229923613962,1.3.6.1.4.1.19291.2.1.2.16012510615619653229922673869,1.3.6.1.4.1.19291.2.1.1.16012510615619653229902382229,12,105.250008,-65.243156,7.26998,255.080885,246.877236,105.457832,-61.66428,8.102058,262.37544,244.98065,105.67244,-58.536457,8.091571,268.79466,244.834759,105.870506,-55.685703,8.026857,274.648542,244.814812,106.074234,-53.03616,7.527158,280.115476,245.696999,106.336685,-49.910984,6.442424,286.593397,247.752585,106.589241,-47.106636,5.087674,292.429045,250.378628,106.828072,-44.590878,3.598079,297.680555,253.296452,107.065361,-42.37141,1.689042,302.349073,257.089627,107.266495,-40.945511,-0.626436,305.413374,261.758145,107.388062,-40.615566,-2.840424,306.222608,266.277356,107.437057,-40.689922,-4.050473,306.142256,268.760926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0,1283.659546,1573.128662,10.418071,2026.314819,436444.25,629.845337,LACS,105.016159,-48.638378,4.264817,2.632665,104.844765,304.511047,0.726011,0,0,0,0,11,1.3.6.1.4.1.19291.2.1.3.16012510615619653229923653966,1.3.6.1.4.1.19291.2.1.2.16012510615619653229922673869,1.3.6.1.4.1.19291.2.1.1.16012510615619653229902382229,11,103.981171,-60.384167,9.428373,264.709135,242.062825,104.139481,-58.110626,9.369001,269.378218,242.062825,104.287102,-56.127716,9.103629,273.463178,242.500498,104.498604,-53.593037,8.254294,278.715269,244.105303,104.676605,-51.630836,7.277514,282.800215,246.001889,104.927979,-48.751858,6.063487,288.780622,248.335579,105.152794,-46.300369,4.788877,293.887388,250.8163,105.389702,-43.857704,3.230265,298.993009,253.879448,105.596794,-42.06179,1.348149,302.790739,257.640137,105.757675,-41.113075,-0.797735,304.865705,261.986672,105.873566,-40.715904,-2.781825,305.799177,266.031163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
